workerId    assignmentId    q1  q2  q3  q4  q5
6277fa58c449d119007f774e	6602e8622e1bf09671b21e16	3	3	3	3	3
5b2a72f7c293b90001732b89	6671b0bbacdce1ce158d216a	5	5	4	4	4
5c92f797803bff0017fef8dd	6671b0bbacdce1ce158d216a	4	4	3	3	4
664a1bcbac985050a4575af2	6671b0bbacdce1ce158d216a	3	2	2	2	1
63b2d04ed0f53f75de4ba38e	6671b0bbacdce1ce158d216a	3	3	4	3	3
663e1b8cd643921435d0eacc	6671b0bbacdce1ce158d216a	3	3	3	2	2
629f2d6a8d790f69182e8b3e	6671b0bbacdce1ce158d216a	3	3	2	2	2
5e2f121d76887c011b5ec6c4	6671b0bbacdce1ce158d216a	3	3	4	4	3
5ba104967b196f00019640a1	6671b0bbacdce1ce158d216a	3	3	4	2	2
653c000482098e271126e2e0	6671b0bbacdce1ce158d216a	3	3	3	2	4
653c000482098e271126e2e0	6671b0bbacdce1ce158d216a	3	3	3	2	3
66641e0fa1320c581b4f6588	6671b0bbacdce1ce158d216a	3	3	3	3	3
5d1a69d8f97a18001977e0d7	6671b0bbacdce1ce158d216a	2	2	1	1	2
5f4fabbd017c5908ef297432	667c3b3e60e95ae845190d51	2	2	2	2	2
610d21e9fe729e3d3cb2841b	667c3b3e60e95ae845190d51	3	3	3	2	2
6042a74a8f512c1d2f31aa65	667c3b3e60e95ae845190d51	3	3	2	1	2
5fccf2381ec527b7a7a7e652	667c3b3e60e95ae845190d51	3	3	3	4	3
5f904fee9808850d8265343a	667c3b3e60e95ae845190d51	5	4	5	4	4
5b98c3a8bb32a600018310bd	667c3b3e60e95ae845190d51	2	2	1	1	2
6117b3814eaa788ded3a458b	667c3b3e60e95ae845190d51	3	2	3	2	3
63862402dfdb1803712bccc2	667c3b3e60e95ae845190d51	3	3	4	4	2
5d55a0f63af827001981b8d6	667c3b3e60e95ae845190d51	3	3	3	4	3
664256c2e031df1ae56e9d1b	667c3b3e60e95ae845190d51	4	4	4	3	3
5f4fed2281a77812a7413f76	667c3b3e60e95ae845190d51	3	2	2	2	2
5e933bbce6812e6768a81eb9	667c3b3e60e95ae845190d51	2	2	3	2	1
5e4db97c679288216771f059	667c3b3e60e95ae845190d51	3	3	3	4	3
6148ee933093eb6be1edf761	667c3b3e60e95ae845190d51	3	3	3	3	3
5891dd715c15e00001583fbc	667c3b3e60e95ae845190d51	5	5	5	5	4
65f5e5bfaa9026db59ec1348	667c3b3e60e95ae845190d51	3	3	2	2	2
5ed1288955ecd90325cb727c	667c3b3e60e95ae845190d51	2	2	2	3	3
60c868dfe6a9eb15f4c2f663	667c3b3e60e95ae845190d51	4	3	2	2	3
5e3349ce5a4112313ea6abf2	667c3b3e60e95ae845190d51	3	3	4	4	3
618937e0d2a8dadf81012c59	6682e4b62e351131f9dd17a4	3	1	4	1	3
5805db219ff6120001a135a2	6682e4b62e351131f9dd17a4	4	4	4	4	3
656b4419e07ae01094b87313	6682e4b62e351131f9dd17a4	5	5	5	5	4
5b18d68368a5ed0001734cbb	6682e4b62e351131f9dd17a4	1	1	1	1	2
610357fb634fab7807e782e3	6682e4b62e351131f9dd17a4	5	5	5	5	5
6290fea2c6e6821bf8d3c606	6682e4b62e351131f9dd17a4	1	1	1	1	1
5f12f3b9b6d334012fba9ca4	6682e4b62e351131f9dd17a4	3	3	3	4	3
62fc81823c664037fcb7a128	6682e4b62e351131f9dd17a4	3	2	2	2	2
6107a5be3cbf757b3297d8a1	6682e4b62e351131f9dd17a4	3	4	4	4	3
65cb771336e6522edb21f793	6682e4b62e351131f9dd17a4	3	3	4	3	2
5ec2c25677e7ea0c69b51567	6682e4b62e351131f9dd17a4	2	2	2	1	2
664f6f9f31cfab0070cbd8f1	6682e4b62e351131f9dd17a4	3	3	2	2	3
54a7c839fdf99b7cd759d23c	6682e4b62e351131f9dd17a4	3	4	4	3	4
56f1aced99423f000c9d8897	6682e4b62e351131f9dd17a4	3	3	3	2	3
6658b14717b161dc426bd0f0	6682e4b62e351131f9dd17a4	3	3	2	2	3
5e3dff6b8714b707b9a258b0	6682e4b62e351131f9dd17a4	3	3	4	2	3
59be90270ac77f0001f059e6	6682e4b62e351131f9dd17a4	4	3	3	3	3
613136eccda4c8d083922634	6682e4b62e351131f9dd17a4	2	2	3	2	2
59be90270ac77f0001f059e6	6682e4b62e351131f9dd17a4	3	3	3	3	3
5c535974b7cf140001d308d3	6682e4b62e351131f9dd17a4	1	2	1	1	2
66800d3f8598075b9fcfb7af	6682e4b62e351131f9dd17a4	2	3	2	1	2
66800d3f8598075b9fcfb7af	6682e4b62e351131f9dd17a4	2	3	2	1	2
665b1d85d8d3fc786ccdd8c8	6682e4b62e351131f9dd17a4	4	4	4	4	4
665b1d85d8d3fc786ccdd8c8	6682e4b62e351131f9dd17a4	4	4	4	4	4
59b187d0834a170001d607bf	6682e4b62e351131f9dd17a4	5	5	5	5	5
5e42c26bcea1861491e28258	6682e4b62e351131f9dd17a4	1	1	1	1	1
60d9b54a86f920c91a61e03c	6682e4b62e351131f9dd17a4	3	3	4	4	3
66829fd32d471e7ca06e92df	6682e4b62e351131f9dd17a4	4	4	4	5	4
6640ebff6fd8319ba014acb0	6682e4b62e351131f9dd17a4	5	5	5	5	4
63e68adecf06a17a744aad3c	6682e4b62e351131f9dd17a4	1	2	1	1	1
5f9ac9de923dca223848cf19	6682e4b62e351131f9dd17a4	3	3	3	3	3
630385aa9483b42036dafe87	6682e4b62e351131f9dd17a4	3	3	3	4	3
62fe2095bf63e18fe5c4f7a6	6682e4b62e351131f9dd17a4	4	4	4	4	4
6646950cdc0e48d8f3891833	6682e4b62e351131f9dd17a4	4	5	5	5	3
